Release; File; Size; LocTouched; LocAdded; MaxLocAdded; AvgLocAdded; Nauth; Nfix; Nr; ChgSetSize; Buggy
4;src/test/java/org/apache/avro/io/TestBlockingIO.java;459;32;12;12;12;1;0;1;23;No
4;src/test/java/org/apache/avro/io/TestResolvingIO.java;195;8;3;3;3;1;0;1;23;No
4;src/test/java/org/apache/avro/io/TestResolvingIOResolving.java;104;14;7;7;7;1;0;1;23;No
4;src/test/java/org/apache/avro/io/TestValidatingIO.java;833;23;14;13;7;1;0;2;24;No
4;src/java/org/apache/avro/reflect/ReflectData.java;396;720;389;160;35.36;1;4;11;71;Si
4;src/java/org/apache/avro/specific/SpecificCompiler.java;403;558;336;181;33.6;1;2;10;38;Si
4;src/test/java/org/apache/avro/specific/TestSpecificCompiler.java;225;287;264;73;52.8;1;1;5;14;Si
4;src/java/org/apache/avro/tool/Main.java;62;105;93;58;13.29;1;0;7;27;No
4;src/java/org/apache/avro/tool/Tool.java;32;63;57;34;14.25;1;0;4;11;No
4;src/java/org/apache/avro/file/DataFileWriter.java;214;252;145;84;48.33;1;0;3;14;No
4;src/java/org/apache/avro/file/SeekableFileInput.java;19;2;2;2;2;1;0;1;3;No
4;src/java/org/apache/avro/generic/GenericResponder.java;37;6;3;3;3;1;0;1;15;No
4;src/java/org/apache/avro/reflect/ReflectDatumReader.java;127;189;117;55;13;1;1;9;73;Si
4;src/java/org/apache/avro/reflect/ReflectDatumWriter.java;106;115;83;42;11.86;1;1;7;64;Si
4;src/java/org/apache/avro/reflect/ReflectRequestor.java;58;52;8;6;4;1;0;2;28;No
4;src/java/org/apache/avro/reflect/ReflectResponder.java;30;78;13;9;4.33;1;0;3;41;No
4;src/java/org/apache/avro/specific/FixedSize.java;17;2;1;1;1;1;0;1;15;No
4;src/java/org/apache/avro/specific/SpecificData.java;237;242;201;162;28.71;1;2;7;51;Si
4;src/java/org/apache/avro/specific/SpecificDatumReader.java;71;63;53;48;10.6;1;0;5;50;No
4;src/java/org/apache/avro/specific/SpecificDatumWriter.java;40;26;22;20;11;1;0;2;28;No
4;src/java/org/apache/avro/specific/SpecificFixed.java;10;1;0;0;0;1;0;1;15;No
4;src/java/org/apache/avro/specific/SpecificRequestor.java;89;52;39;37;19.5;1;0;2;28;No
4;src/java/org/apache/avro/specific/SpecificResponder.java;91;80;74;64;24.67;1;0;3;41;No
4;src/java/org/apache/avro/generic/GenericData.java;472;145;96;58;19.2;1;2;5;34;Si
4;src/java/org/apache/avro/specific/SpecificExceptionBase.java;26;9;6;6;6;1;1;1;6;Si
4;src/java/org/apache/avro/specific/SpecificRecordBase.java;31;41;9;6;4.5;1;2;2;7;Si
4;src/java/org/apache/avro/Protocol.java;357;45;39;27;13;1;1;3;13;Si
4;src/java/org/apache/avro/generic/GenericDatumReader.java;458;70;40;9;8;1;1;5;34;Si
4;src/java/org/apache/avro/generic/GenericDatumWriter.java;180;12;9;7;3;1;1;3;26;Si
4;src/java/org/apache/avro/util/WeakIdentityHashMap.java;138;338;169;169;84.5;1;0;2;17;No
4;src/test/java/org/apache/avro/TestProtocolReflect.java;95;76;74;74;74;1;0;1;13;No
4;src/java/org/apache/avro/io/Encoder.java;237;8;2;2;2;1;0;1;2;No
4;src/java/org/apache/avro/ipc/Transceiver.java;26;3;2;2;2;1;0;1;2;No
4;src/java/org/apache/avro/reflect/InduceSchemaTool.java;59;91;84;59;21;1;0;4;10;No
